name,singer,lyric
Em Yêu Mùa Hè Quê Em,Bé Kim Hồng,Bài Hát: Em Yêu Mùa Hè Quê Em. Ca Sĩ: Bé Kim Hồng. Em yêu nắng hồng quê em. yêu tiếng ve nó kêu trưa hè. Em yêu cánh đồng xanh bát ngát. dòng kênh ngủ vùi trong gió mát. Đường đê bướm hoa vờn bay. Em yêu cánh diều xa xa. yêu lũy tre với con trâu già. Em yêu sắc màu chim bói cá. Chị ong ẩn mình trong tán lá. Cùng em hát vang chào hè. Hè về. từng khóm lúa uốn mình thướt tha. Hè về. đàn cò trắng êm đềm lướt qua. Hè về. chiều nắng sáng hoa phượng đỏ tươi. Hè về. cùng em tiếng ca chan hòa. Em yêu nắng hồng quê em. yêu tiếng ve nó kêu trưa hè. Em yêu cánh đồng xanh bát ngát. dòng kênh ngủ vùi trong gió mát. Đường đê bướm hoa vờn bay. Em yêu cánh diều xa xa. yêu lũy tre với con trâu già. Em yêu sắc màu chim bói cá. Chị ong ẩn mình trong tán lá. Cùng em hát vang chào hè. Hè về. từng khóm lúa uốn mình thướt tha. Hè về. đàn cò trắng êm đềm lướt qua. Hè về. chiều nắng sáng hoa phượng đỏ tươi. Hè về. cùng em tiếng ca chan hòa. Em yêu nắng hồng quê em. yêu tiếng ve nó kêu trưa hè. Em yêu cánh đồng xanh bát ngát. dòng kênh ngủ vùi trong gió mát. Đường đê bướm hoa vờn bay. Em yêu cánh diều xa xa. yêu lũy tre với con trâu già. Em yêu sắc màu chim bói cá. Chị ong ẩn mình trong tán lá. Cùng em hát vang chào hè. Hè về. từng khóm lúa uốn mình thướt tha. Hè về. đàn cò trắng êm đềm lướt qua. Hè về. chiều nắng sáng hoa phượng đỏ tươi. Hè về. cùng em tiếng ca chan hòa. Hè về. từng khóm lúa uốn mình thướt tha. Hè về. đàn cò trắng êm đềm lướt qua. Hè về. chiều nắng sáng hoa phượng đỏ tươi. Hè về. cùng em tiếng ca chan hòa
Đón Mùa Hè Vui,Vân Anh,Mùa hè sang ánh nắng chói chang. Làm rực rỡ cho muôn cánh hoa. Bầu trời xanh cho bao ước mơ. Một ngày vui đến với em thơ. Nà na na na na ná na. Nà ná na nà ná na. Tạm chia tay mái trường mến yêu. Mùa hè qua đến năm học mới. Ngày hôm nay em vui hát ca. Cùng bạn thân đón mùa hè sang. Nà na na na ná na. Na ná na nà na ná. Đón mùa hè sang. Cùng bạn bè vui chơi trong nắng gió. Hoà khúc ca vang. Cất cao vui tiếng ve sầu. Đón mùa hè vui. Cùng bạn bè khoe màu áo mới. Hàng phượng thắm bên hiên. Khoe sắc hoa đón mùa hè vui. Mùa hè sang ánh nắng chói chang. Làm rực rỡ cho muôn cánh hoa. Bầu trời xanh cho bao ước mơ. Một ngày vui đến với em thơ. Nà na na na na ná na. Nà ná na nà ná na. Tạm chia tay mái trường mến yêu. Mùa hè qua đến năm học mới. Ngày hôm nay em vui hát ca. Cùng bạn thân đón mùa hè sang. Nà na na na ná na. Na ná na nà na ná. Đón mùa hè sang. Cùng bạn bè vui chơi trong nắng gió. Hoà khúc ca vang. Cất cao vui tiếng ve sầu. Đón mùa hè vui. Cùng bạn bè khoe màu áo mới. Hàng phượng thắm bên hiên. Khoe sắc hoa đón mùa hè vui. Mùa hè buâng khuâng những ước mơ. Cùng được bay cao đến cánh sao. Mùa hè em thơ hát líu lo. Như muôn cánh chim trên trời xanh. Hát. Đón mùa hè sang. Cùng bạn bè vui chơi trong nắng gió. Hoà khúc ca vang. Cất cao vui tiếng ve sầu. Đón mùa hè vui. Cùng bạn bè khoe màu áo mới. Hàng phượng thắm bên hiên. Khoe sắc hoa đón mùa hè vui. Hàng phượng thắm bên hiên. Khoe sắc hoa đón mùa hè vui
Giấc Mơ Mùa Hè,"Trịnh Thăng Bình, Yến Nhi",Có chăng là sai lầm. Khi chúng ta vẫn. Còn chung đường. Ngày càng nhiều tổn thương. Đắng cay dành trao. Cho nhau. Tháng qua ngày mong chờ. Tim chết trong em. Từ bao giờ. Đợi chờ người đến đây. Đưa em vượt qua. Cơn mơ. Bên nhau anh biết đâu. Đâu vì yêu ai đó. Xa nhau em có mong gì. Em có được gì. Còn lại gì còn lại gì. Ngòai đắng cay này. Dựa vào gì. Để khiến em đổi thay. Bao niềm đau bao niềm đau. Em giấu riêng cho em. Từ đây đến mãi kiếp sau. Quay mặt đi quay mặt đi. Người có tiếc gì. Giờ thì mình. Còn là gì của nhau. Quên được đâu quen được đâu. Những tháng năm. đôi ta cùng nhau. Đến mãi. Mãi về sau. Bên nhau anh biết đâu. Đâu vì yêu ai đó. Xa nhau em có mong gì. Em có được gì. Còn lại gì còn lại gì. Ngòai đắng cay này. Dựa vào gì. Để khiến em đổi thay. Bao niềm đau bao niềm đau. Em giấu riêng cho em. Từ đây đến mãi kiếp sau. Quay mặt đi quay mặt đi. Người có tiếc gì. Giờ thì mình. Còn là gì của nhau. Quên được đâu quen được đâu. Những tháng năm. đôi ta cùng nhau. Đến mãi. Có lắm lúc. Nhớ em không nguôi. Nhưng mưa rơi. Bên anh mất rồi. Có lẽ đắng cay. Không làm lòng anh. Thôi nhớ em. Có chăng là sai lầm. Khi chúng ta. Vẫn còn chung đường. Ngày càng nhiều tổn thương. Đắng cay đành trao cho nhau
Mùa Hè Đến,Tóc Tiên,Mùa hè đến. những cơn mưa. vội vàng qua. Phượng tươi thắm. nhớ đôi môi hồng mùa hạ. có đầy trong lá. và trong gió. bầy ve hát. xôn xao phố nhà. Mùa hè đến. nhớ nhau qua. dòng mực xanh. Tờ lưu bút. ấm êm bao kỷ niệm. mái trường im đứng. tạm xa vắng. chào nắng. trên hoa phượng đầy sân. Hẹn nhau nhé. những trưa hè. đến thăm nhiều. vườn cây trái xa. Nhìn ruộng lúa. thăm sông hồ. sẽ yêu từng vùng quê thiết tha. Mùa hè đến. lá xanh bên đường gọi mưa. chờ khi nắng. chúng em phơi da nâu hồng. Vũng Tàu đẹp quá. màu xanh thắm. về tắm vui. trong lòng biển xanh. Mùa hè đến. những cơn mưa. vội vàng qua. Phượng tươi thắm. nhớ đôi môi hồng mùa hạ. có đầy trong lá. và trong gió. bầy ve hát. xôn xao phố nhà. Mùa hè đến. nhớ nhau qua. dòng mực xanh. Tờ lưu bút. ấm êm bao kỷ niệm. mái trường im đứng. tạm xa vắng. chào nắng. trên hoa phượng đầy sân. Hẹn nhau nhé. những trưa hè. đến thăm nhiều. vườn cây trái xa. Nhìn ruộng lúa. thăm sông hồ. sẽ yêu từng vùng quê thiết tha. Mùa hè đến. lá xanh bên đường gọi mưa. chờ khi nắng. chúng em phơi da nâu hồng. Vũng Tàu đẹp quá. màu xanh thắm. về tắm vui. trong lòng biển xanh. về tắm vui. trong lòng biển xanh
Mùa Hè Sinh Viên,CLB Giai Điệu Xanh,Tạm biệt ghế nhà trường. Ta lại đến với Mùa hè xanh. Xanh biển xanh rừng. Xanh cây xanh lá. Bàn chân ta qua xanh miền đất lạ. Đi xây cuộc đời xanh những bài ca. Đời sinh viên như những trang thơ. Mùa hè xanh cho ta những ước mơ. Những miền quê đang chờ đón. Từng đàn em đang mong ngóng. Ngại gì sương gió khó khăn nề chi. Đời sinh viên những chuyến đi xa. Lòng càng thêm yêu tha thiết quê nhà. Nụ cười trên môi rạng rỡ. Từng ngày trong tim vẫn nhớ. Mùa hè ghi dấu một đời sinh viên. Tạm biệt ghế nhà trường. Ta lại đến với Mùa hè xanh. Xanh biển xanh rừng. Xanh cây xanh lá. Bàn chân ta qua xanh miền đất lạ. Đi xây cuộc đời xanh những bài ca. Đời sinh viên như những trang thơ. Mùa hè xanh cho ta những ước mơ. Những miền quê đang chờ đón. Từng đàn em đang mong ngóng. Ngại gì sương gió khó khăn nề chi. Đời sinh viên những chuyến đi xa. Lòng càng thêm yêu tha thiết quê nhà. Nụ cười trên môi rạng rỡ. Từng ngày trong tim vẫn nhớ. Mùa hè ghi dấu một đời sinh viên. Tạm biệt ghế nhà trường. Ta lại đến với Mùa hè xanh. Xanh biển xanh rừng. Xanh cây xanh lá. Bàn chân ta qua xanh miền đất lạ. Đi xây cuộc đời xanh những bài ca. Đời sinh viên như những trang thơ. Mùa hè xanh cho ta những ước mơ. Những miền quê đang chờ đón. Từng đàn em đang mong ngóng. Ngại gì sương gió khó khăn nề chi. Đời sinh viên những chuyến đi xa. Lòng càng thêm yêu tha thiết quê nhà. Nụ cười trên môi rạng rỡ. Từng ngày trong tim vẫn nhớ. Mùa hè ghi dấu một đời sinh viên. Mùa hè ghi dấu một đời sinh viên. Mùa hè ghi dấu một đời sinh viên
Mùa Hè Năm Ấy,"Only T, Lee Thiên Vũ",Sân trường vắng lặng. Ghế đá năm nào vẫn còn đây. Lớp học ngày xưa vẫn còn đó. Nhưng có nhiều điều không tìm thấy. Là phút ban đầu đầy vô tư. Đến khi xa nhau lại bật khóc. Là phút hồn nhiên cười thật to. Mỗi khi tiếng trống tan giờ học. Là những kỷ niệm đã từng qua. Có lẽ không bao giờ quay lại. Là những tháng năm chẳng lo âu. Cắp sách đến trường vai kề vai. Nhưng giờ nơi đây lớp học. Vắng lặng chẳng còn ai. Chỉ còn một người vẫn đứng đó. Chỉ mong thời gian sẽ quay lại. Để tôi một lần được trở về. Lớp học của ngày xưa. Sống lại những ngày đầy kỷ niệm. Nơi ban công những ngày mưa. Để tôi được nghe những lời. Thầy dạy của ngày đó. Khi bước ra đời thấm thía hơn những. Bài học thầy đã từng cho. Để chiếc bảng đen đầy bụi phấn. Chẳng phải thinh thặng như giờ đây. Để góc sân trường đầy tiếng cười. Chẳng phải u sầu tôi đang thấy. Lớp học ngày xưa. Giờ chỉ còn lại trong ký ức. Lưu bút ngày nào. Tôi vẫn giữ in hằn. Cảm xức từng nét mực. Mùa hè năm ấy. Khoảnh khắc cuối chia tay. Còn lại đây nỗi nhớ đong đầy. Bạn và tôi giờ đây. Đã xa chốn nao. Nhưng yêu thương vẫn còn đây. Tìm lại ký ức. Những năm tháng bên nhau. Buồn vui của tuổi học trò. Đường tương lai giờ đây. Rộng muôn lối đi. Cố lên bạn tôi ơi. Nước mắt thấm nhòe dòng lưu bút. Tiết học cuối cùng mình xa nhau. Tiếng ve não nề hè năm ấy. Tiếng nất ngẹn lời lòng thêm đau. Con đường tương lai rồi mai. Mỗi người là một hướng. Xin giữ tình bạn mãi trong tim. Dù cho phía trước không chung đường. Mới hôm qua thôi vẫn còn. Nghe tiếng nói vui cười giận hờn nhau. Nhưng sao giờ đây chỉ lặng thinh. Ngẹn ngào lưu bút ai vội trao. Phượng hồng đỏ thắm ngoài cửa lớp. Tô thêm nỗi buồn ngày chia tay. Nét mực vẽ lên dòng lưu bút. Ngập ngừng lời yêu vội trao ai. Tôi xin giữ mãi những kỷ niệm. Vào nơi góc nhỏ ở con tim. Tôi muốn giữ lấy từng khoảnh khắc. Vì ngày mai đây chẳng thể tìm. Tìm đâu bóng dáng người thầy. Tôi tìm đâu tình bạn về muôn lối. Tìm đâu lớp học ngày xưa đó. Giờ đây tất cả đã xa rồi. Tôi xin giữ mãi những kỉ niệm. Vào nơi góc nhỏ ở con tim. Tôi muốn giữ lấy từng khoảnh khắc. Vì ngày mai đây chẳng thể tìm. Tìm đâu bóng dáng người thầy tôi. Tìm đâu tình bạn về muôn lối. Tìm đâu lớp học ngày xưa đó. Giờ đây tất cả đã xa rồi. Tuy xa nhau nhưng. Sẽ nhớ về nhau. Bao yêu thương ngày ấy. Cất dấu tim này. Sẽ mãi không bao giờ phai. Từng lời thầy cô sẽ mãi in sâu. Là hành trang trên bước đường đời. Sẽ không quên lưu luyến mãi. Ký ức tuổi học trò. Mùa hè năm ấy. Khoảnh khắc cuối chia tay. Còn lại đây nỗi nhớ đong đầy. Bạn và tôi giờ đây. Đã xa chốn nao. Nhưng yêu thương vẫn còn đây. Tìm lại ký ức. Những năm tháng bên nhau. Buồn vui của tuổi học trò. Đường tương lai giờ đây. Rộng muôn lối đi. Cố lên bạn tôi ơi
Sắc Xanh Mùa Hè,Lam Trường,Kìa làn mây trắng. Bay về nơi vắng. Đem mùa mưa đến. Hàng cây xao xác. Mưa giông tràn về. Sắp hè.... Đàn chim di trú. Phương trời rất xa. Bay về đây. Lặng nghe. Từng nhịp chân bước nhanh. Theo mưa về. Thoả ước mong. Thoáng lạnh mưa hè. Mưa còn bốn bề. Mưa chặn lối về. Mưa đây tỉ tê. Kìa làn mây trắng. Bay về nơi vắng. Đem mùa mưa đến. Thật gần. Vùng đất khát khao đợi chờ. Kìa làn mây trắng. Chạy mãi đi xa. Phương nào. Tình em như cơn mưa. Bao sắc xanh. Ðùa với nắng. Đem tin vui hè về. Tình em như cơn mưa. Bao sắc xanh. Sắc xanh mùa hè. Chờ em dưới phố. Mưa giông tràn về. Sắp hè.... Chạy mưa qua ngõ. Tông dài đắm vai. Vai kề vai. Lặng nghe. Từng nhịp chân bước nhanh. Theo mưa về. Thoả ước mong. Thoáng lạnh trưa hè. Mưa còn bốn bề. Mưa chặn lối về. Mưa đây tỉ tê. Kìa làn mây trắng. Bay về nơi vắng. Đem mùa mưa đến. Thật gần. Vùng đất khát khao đợi chờ. Kìa làn mây trắng. Chạy mãi đi xa. Phương nào. Tình em như cơn mưa. Bao sắc xanh. Ðùa với nắng. Đem tin vui hè về. Tình em như cơn mưa. Bao sắc xanh. Sắc xanh mùa hè. Hè ơi sao quá nhanh. Hay mùa thu sớm vàng. Ngẩn ngơ. Màu xanh cuốn theo mưa. Đang nhoà. Hè xanh em mang đi xa. Cuốn theo mùa lá bay. Sắc xanh. Dưới mưa hè nhớ mãi. Kìa làn mây trắng. Bay về nơi vắng. Đem mùa mưa đến. Thật gần. Vùng đất khát khao đợi chờ. Kìa làn mây trắng. Chạy mãi đi xa. Phương nào. Kìa làn mây trắng. Bay về nơi vắng. Đem mùa mưa đến. Thật gần. Vùng đất khát khao đợi chờ. Kìa làn mây trắng. Chạy mãi đi xa. Phương nào. Tình em như cơn mưa. Bao sắc xanh. Ðùa với nắng. Đem tin vui hè về. Tình em như cơn mưa. Bao sắc xanh. Sắc xanh mùa hè. Sắc xanh mùa hè
Mùa Hè Kỷ Niệm,Lam Trường,Mùa Hè Kỷ Niệm. Lam Trường. Với bao nhiêu cuộc vui tàn. Với bao nụ hôn rất vội. Tôi với em dưới mưa mùa hạ. Ánh trăng vàng đêm thắm tươi. Tiếng ca rơi vào đêm lạnh. Gió qua hàng cây rất nhẹ. Đôi mắt em nhớ chi mùa hạ. Bao nỗi buồn chôn dấu em thầm mang. Đẹp như loài hoa trắng nào. Đã phai úa trên bàn tay gầy. Hát cho những đêm buồn vắng. Hát cho mùa lá rơi ngoài sân. Ngày mai người con gái buồn. Ánh trăng vẫn rơi rơi bên hồ. Trôi mãi vào giấc mơ nào xa vời. Với bao nhiêu cuộc vui tàn. Với bao nụ hôn rất vội. Tôi với em dưới mưa mùa hạ. Ánh trăng vàng đêm thắm tươi. Tiếng ca rơi vào đêm lạnh. Gió qua hàng cây rất nhẹ. Đôi mắt em nhớ chi mùa hạ. Bao nỗi buồn chôn dấu em thầm mang. Đẹp như loài hoa trắng nào. Đã phai úa trên bàn tay gầy. Hát cho những đêm buồn vắng. Hát cho mùa lá rơi ngoài sân. Ngày mai người con gái buồn. Ánh trăng vẫn rơi rơi bên hồ. Trôi mãi vào giấc mơ nào xa vời. Đẹp như loài hoa trắng nào. Đã phai úa trên bàn tay gầy. Hát cho những đêm buồn vắng. Hát cho mùa lá rơi ngoài sân. Ngày mai người con gái buồn. Ánh trăng vẫn rơi rơi bên hồ. Trôi mãi vào giấc mơ nào xa vời. Đẹp như loài hoa trắng nào. Đã phai úa trên bàn tay gầy. Hát cho những đêm buồn vắng. Hát cho mùa lá rơi ngoài sân. Ngày mai người con gái buồn. Ánh trăng vẫn rơi rơi bên hồ. Trôi mãi vào giấc mơ nào xa vời. Đẹp như loài hoa trắng nào. Đã phai úa trên bàn tay gầy. Hát cho những đêm buồn vắng. Hát cho mùa lá rơi ngoài sân. Ngày mai người con gái buồn. Ánh trăng vẫn rơi rơi bên hồ. Trôi mãi vào giấc mơ nào xa vời. Đẹp như loài hoa trắng nào. Đã phai úa trên bàn tay gầy. Hát cho những đêm buồn vắng. Hát cho mùa lá rơi ngoài sân. Ngày mai người con gái buồn. Ánh trăng vẫn rơi rơi bên hồ. Trôi mãi vào giấc mơ nào xa vời. Đẹp như loài hoa trắng nào. Đã phai úa trên bàn tay gầy. Hát cho những đêm buồn vắng. Hát cho mùa lá rơi ngoài sân. Ngày mai người con gái buồn. Ánh trăng vẫn rơi rơi bên hồ. Trôi mãi vào giấc mơ nào xa vời
Mùa Hè Đến Rồi,La Hoàng Phúc,"Mùa hè đến mang theo thời gian. Cánh diều của tuổi thơ hôm nào. Mùa hè ơi, ngập tràn bao mắt ai. Rồi sẽ qua thật nhanh. Thời gian ở bên nhau. Không còn nghe những tiếng vui đùa. Nhưng trong lòng tôi hoài không quên. Tình bạn sẽ mãi mãi bền lâu. Luôn được tươi mới. Để suốt đời ta cùng chung thỏa ước mơ. Mùa hè đến chia tay bạn hỡi. Khi nào gặp gỡ. Hãy nhớ rằng, ta từng là bạn của nhau. Những kỷ niệm. Ngày xưa giữ mãi trong lòng. Thời gian im lặng trôi bạn ơi. Thoáng lặng đi dòng lưu bút vội vàng. Bạn và tôi, rồi thì dần sẽ lớn khôn. Và biết đường đi trải qua nhiều phong ba. Hãy tự tin dù sẽ thế nào. Mãi bên bạn, là tôi đến hết cuộc đời. Tình bạn sẽ mãi mãi bền lâu. Luôn được tươi mới. Để suốt đời ta cùng chung thỏa ước mơ. Mùa hè đến chia tay bạn hỡi. Khi nào gặp gỡ. Hãy nhớ rằng, ta từng là bạn của nhau. Những kỷ niệm. Ngày xưa giữ mãi trong lòng. Tình bạn sẽ mãi mãi bền lâu. Luôn được tươi mới. Để suốt đời ta cùng chung thỏa ước mơ. Mùa hè đến chia tay bạn hỡi. Khi nào gặp gỡ. Hãy nhớ rằng, ta từng là bạn của nhau. Những kỷ niệm. Ngày xưa giữ mãi trong lòng"
Hè Về Mưa Rơi,"Hiền Thục, Quang Vinh","ền Thục ft. Quang Vinh. Hè về mưa rơi rơi. Tý tách mưa rơi. Ve ve ve. Trong khóm lá xanh ngân nga. Bài ca mùa hè. Ve ve ve. Trong khóm lá xanh. Bài ca mùa hè. Hè lại về mưa rơi rơi. Thành con suối nhỏ. Em thả chiếc thuyền. Bằng giấy vui chơi. Cỏ non mỉm cười. Khi em ướt áo. Hè về có mưa. Mùa hè có mưa. Hè về, mưa rơi rơi. Tý tách mưa rơi,. Chim sơn ca. Trong tiếng véo von ngân nga. Bài ca mùa hè. Chim sơn ca trong tiếng véo von. Bài ca mùa hè. Hè lại về. Mưa rơi rơi tựa như tiếng nhạc. Em khẽ hát. Một bài hát mưa rơi. Cỏ non mỉm cười. Khi em ướt áo. Hè về có mưa. Mùa hè có mưa. Hè về mưa rơi rơi. Tý tách mưa rơi. Ve ve ve. Trong khóm lá xanh ngân nga. Bài ca mùa hè. Ve ve ve. Trong khóm lá xanh. Bài ca mùa hè. Hè lại về mưa rơi rơi. Thành con suối nhỏ. Em thả chiếc thuyền. Bằng giấy vui chơi. Cỏ non mỉm cười. Khi em ướt áo. Hè về có mưa. Mùa hè có mưa. Hè về, mưa rơi rơi. Tý tách mưa rơi. Chim sơn ca. Trong tiếng véo von ngân nga. Bài ca mùa hè. Chim sơn ca trong tiếng véo von. Bài ca mùa hè. Hè lại về. Mưa rơi rơi tựa như tiếng nhạc. Em khẽ hát. Một bài hát mưa rơi. Cỏ non mỉm cười. Khi em ướt áo. Hè về có mưa. Mùa hè có mưa. Hè về, mưa rơi rơi. Tý tách mưa rơi. Hè về, mưa rơi rơi. Tý tách mưa rơi. Hè về, mưa rơi rơi. Tý tách mưa rơi. Hè về, mưa rơi rơi. Tý tách mưa rơi. Hè về, mưa rơi rơi. Tý tách mưa rơi"
Mùa Hè Ái Ân,Quỳnh Vi,Môt mùa hè đầy ái ân. Với cơn gió đùa trong nắng. Có em ngồi đây mà say đắm. Cơn mơ nào trên bao lối về. Trời mưa rơi trên tóc mây. Cánh hoa ép vào trang nhật kí. Nhớ bóng ai từ phương tròi xa xăm. Trong 1 khúc ca tuong phung. Hạ buồn như những áng mây. Thiết tha nồng cháy ru mối tình. Còn miên man trên môi người xa vắng. Đâu mùa hoa thuong nhó. Với mối tình ta trên phố xưa. Áo em còn trinh trắng. Ôm ấp bao niềm dau that cay dắng. Đâu mùa hoa thương nhớ. Đâu người yêu năm cũ. Tình ơi hãy. Xóa di vết chân thời gian. Môt mùa hè đầy ái ân. Với cơn gió đùa trong nắng. Có em ngồi đây mà say đắm. Cơn mơ nào trên bao lối về. Trời mưa rơi trên tóc mây. Cánh hoa ép vào trang nhật kí. Nhớ bóng ai từ phương tròi xa xăm. Trong 1 khúc ca tuong phung. Hạ buồn như những áng mây. Thiết tha nồng cháy ru mối tình. Còn miên man trên môi người xa vắng. Đâu mùa hoa thuong nhó. Với mối tình ta trên phố xưa. Áo em còn trinh trắng. Ôm ấp bao niềm dau that cay đắng. Đâu mùa hoa thương nhớ. Đâu người yêu năm cũ. Tình ơi hãy. Xóa đi vết chân thời gian. Đâu mùa hoa thuong nhó. Với mối tình ta trên phố xưa. Áo em còn trinh trắng. Ôm ấp bao niềm dau that cay đắng. Đâu mùa hoa thương nhớ. Đâu người yêu năm cũ. Tình ơi hãy. Xóa đi vết chân thời gian
Lk Thế Rồi Một Mùa Hè & Kỷ Niệm Nào Buồn,Như Quỳnh,"Bài Hát: LK Thế Rồi Một Mùa Hè, Kỷ Niệm Nào Buồn. Ca Sĩ: Như Quỳnh. Thế rồi mùa hè qua từ đấy. Tạm biệt nhau ngày ấy. Thương nhớ trong tim đầy. Nhớ hoài miền thuỳ dương nước xanh. Chiều chiều hai đứa mình. Ngồi nhìn đợt sóng nhô. Biết đâu ngày vui sau chóng tàn. Giã từ nhau muộn màng. Phượng tàn trên hè phố. Nhìn trăng khuya tránh bên mái lầu. Cánh phượng đã nhạt màu. Ép trong lòng tay sầu. Nhớ sao nguôi. Rặng thông đưa tiễn. Chúng mình một lần cuối. Tóc em bay. Chiều theo gió cuốn. Mắt em u buồn. Viết tên anh và tên em. Trên cát biển đùa theo sóng. Phút chia tay. Mình lưu luyến quá. Để ngày mai biết sao. Thế rồi mùa hè qua từ đấy. Trời vào thu dạo ấy. Nghe lá rơi vai gầy. Mỗi chiều nhìn hoàng hôn bước êm. Gợi lòng thương nhớ về. Biển sóng lòng nước xanh. Có ai đang đứng nhìn sóng buồn. Nhớ lại câu tạ từ. Hẹn về thăm lần nữa. Giờ đây xin nhớ nhau cho tròn. Khác vào đáy tâm hồn. Bóng ai một đêm hè. Ngày đôi ta quen nhau tuổi còn thơ. Đi học chung cùng giờ. Nhặt hoa đem cho nhau ghim vào thơ. Đếm đầu tay mà chờ. Thời gian trôi qua mau. Không ngừng đâu. Mỗi mùa hoa phượng đầu. Tiếng ve kêu gọi sầu. Phút chia tay rầu rầu. Tiếc thương riêng mình biết. Hoặc tìm trong mắt nhau. Rồi khi yêu thương đi vào tuổi xanh. đất trời vui chuyện mình. Tình tôi mang tâm tư như tình anh. ước vọng sao mộng thành. Đừng cho nhau tương lai. Mau nhạt phai. Lữ hành trên đường dài. Cánh chim bay miệt mài. Mắt mi vương u hoài. Biết khi cho là mất. ĐƯờng đời ai giống ai. Ai mang nhiều tha thiết. Thêm nhiều luyến tiếc. Mới thấy đậm đà bấy nhiêu. Khi đêm dài gối chiếc. ôm mộng nuối tiếc. Mới thấy lòng càng mến yêu. Thà đừng quen biết lúc ban sơ. Để hồn vương vấn mãi trong mơ. Mong sao duyên kiếp. độ về nơi bến xưa. Như Ngưu Lang Chức Nữ. Vẫn đợi chờ trong gió mưa. Tình yêu như muôn hoa nở ngày đêm. Sắc tỏa hương dịu hiền. Nhờ tay ai nâng niu cho đời hoa. Sắc đẹp hương mặn mà. Dù nguyên do đâu. Duyên không thành đôi. Những buồn vui cuộc đời. Nói sao cho cạn lời. Nhớ thương lâu dần vời. Giấu trong tim chuyện cũ. Gửi vào mây gió trôi. Giấu trong tim chuyện cũ. Gửi vào mây gió trôi"
Cầm Tay Mùa Hè,Thanh Lam,"Cầm Tay Mùa Hè. Ca Sĩ : Thanh Lam. Lặng im. trưa vắng mùa hè. Trời mưa,. mưa chắn. đường về.. Vì đâu. trời kia cứ lại chợt nắng chợt mưa.. Cầm tay. xao xuyến. mùa hè,. Giọt mưa. trên mái rụt rè.. Nhẹ rơi,. Để em thương mãi. Những trưa hè ấy,. Những trưa hè ấy.. Mộng mơ. trưa vắng mùa hè,. Mộng mơ. mưa gió mùa hè.. Cầu mong. trời mưa mãi để ta mãi gần bên nhau.. Để anh. giông bão mùa hè,. Để anh. con sóng mùa hè. Để em. biển xanh trong vắt. những trưa ngời nắng,. Những trưa ngời nắng.. Mộng mơ. trưa vắng mùa hè,. Mộng mơ. mưa gió mùa hè,. Mộng mơ. trên quãng đường về. mộng mơ.. Cầm tay. xao xuyến. mùa hè,. Giọt mưa. trên mái rụt rè.. Nhẹ rơi,. Để em thương mãi. Những trưa hè ấy,. Những trưa hè ấy.. Mộng mơ. trưa vắng mùa hè,. Mộng mơ. mưa gió mùa hè.. Mộng mơ. trên quãng đường về. Mộng mơ. Mộng mơ. Trưa nắng mùa hè. Mộng mơ. mưa gió mùa hè,. Mộng mơ. trên quãng đường về. mộng mơ.. Lặng im. Trời mưa,. Về Đâu. trời kia cứ lại chợt nắng chợt mưa."
