name,singer,lyric
Mùa Hè Ơi,Mắt Ngọc,"Hè về bao giờ. Cho ta chợt xao xuyến. Về ngang sân trường. Cùng cánh phượng thắm xinh. Mùa hè ơi có niềm thương nhớ. Vẫn còn đọng lại trong ta. Bao năm tháng qua, a há!. Hè về bao giờ sao ta. Còn ngơ ngác. Lạc trong tim mình. Một cánh phượng héo khô. Mùa hè ơi những giòng lưu bút. Vẫn còn hoài. Trong tim ta khó phai. Nhớ sân trường hoa nắng. Nhấp nhô tà áo trắng. Mơ ước đong đầy. Muốn sân đời khép kín. để ta chạm khẽ thôi. Mắt môi hè hồn nhiên cuốn trôi. Nhớ những giờ ôn toán. Có đôi lần cắn bút. ôi chao phút hao gầy. Nếu sân trường yên vắng. Chú ve sầu vấn vương. Có ta ngồi bên chú nhớ thương!. Hè về bao giờ. Cho ta chợt xao xuyến. Về ngang sân trường. Cùng cánh phượng thắm xinh. Mùa hè ơi có niềm thương nhớ. Vẫn còn đọng lại trong ta. Bao năm tháng qua, a há!. Hè về bao giờ sao ta. Còn ngơ ngác. Lạc trong tim mình. Một cánh phượng héo khô. Mùa hè ơi những giòng lưu bút. Vẫn còn hoài. Trong tim ta khó phai. Nhớ sân trường hoa nắng. Nhấp nhô tà áo trắng. Mơ ước đong đầy. Muốn sân đời khép kín. để ta chạm khẽ thôi. Mắt môi hè hồn nhiên cuốn trôi. Nhớ những giờ ôn toán. Có đôi lần cắn bút. ôi chao phút hao gầy. Nếu sân trường yên vắng. Chú ve sầu vấn vương. Có ta ngồi bên chú nhớ thương!. Nhớ sân trường hoa nắng. Nhấp nhô tà áo trắng. Mơ ước đong đầy. Muốn sân đời khép kín. để ta chạm khẽ thôi. Mắt môi hè hồn nhiên cuốn trôi. Nhớ những giờ ôn toán. Có đôi lần cắn bút. ôi chao phút hao gầy. Nếu sân trường yên vắng. Chú ve sầu vấn vương. Có ta ngồi bên chú nhớ thương!"
Mùa Hè Quê Hương,Cẩm Ly,Mặt trời rực sáng trên đồng. Một ngày mới với bao niềm vui. Một màu áo xanh ngang trời. Mùa hè ơi. Quê hương gọi mời. Chung tay về đây. Bên những xóm làng. Cho ngày mai tươi sáng. Ta mang trong tim. Nhiệt huyết thanh niên. Mong quê hương đẹp giàu. Dịu dàng hương lúa trên đồng. Tình yêu nào lớn như tình quê. Lững lờ sông nước đôi dòng. Mùa hè xanh. Quê hương chờ mong. Như phù sa vun đắp đôi bờ. Cho đồng quê nhịp sống mới. Đây màu xanh thân thiết. Với bao nghĩa tình. Nhanh lên nào bạn ơi. Nhịp chân bước. Trên những miền xa. Mai sau còn trong ta. Niềm khát khao. Tuổi xuân đẹp tươi. Mong quê mình đẹp hơn. Cùng chung sức. Bàn tay dựng xây. Nào cùng hát bài ca. Về thanh niên. Tình nguyện chúng ta. Mặt trời rực sáng trên đồng. Một ngày mới với bao niềm vui. Một màu áo xanh ngang trời. Mùa hè ơi. Quê hương gọi mời. Chung tay về đây. Bên những xóm làng. Cho ngày mai tươi sáng. Ta mang trong tim. Nhiệt huyết thanh niên. Mong quê hương đẹp giàu. Dịu dàng hương lúa trên đồng. Tình yêu nào lớn như tình quê. Lững lờ sông nước đôi dòng. Mùa hè xanh. Quê hương chờ mong. Như phù sa vun đắp đôi bờ. Cho đồng quê nhịp sống mới. Đây màu xanh thân thiết. Với bao nghĩa tình. Nhanh lên nào bạn ơi. Nhịp chân bước. Trên những miền xa. Mai sau còn trong ta. Niềm khát khao. Tuổi xuân đẹp tươi. Mong quê mình đẹp hơn. Cùng chung sức. Bàn tay dựng xây. Nào cùng hát bài ca. Về thanh niên. Tình nguyện chúng ta. Nào cùng hát bài ca. Về thanh niên. Tình nguyện chúng ta. Nào cùng hát bài ca. Về thanh niên. Tình nguyện chúng ta
Xin Chào Mùa Hè,Đỗ Tuyết Nhi,Ùa Hè đã đến rồi .... Thầy cô ơi ... bạn bè ơi..... Những kỉ niệm sẽ mãi không phai. Lặng nhìn góc sân trường. Với nắng hè đó phượng hồng. Bạn bè với nụ cười bâng khuâng. Khi mùa hè đến. Lòng tôi thấy bồi hồi. Mang theo kỉ niệm tràn về. Hè ơi ..... Sao đến mau. Để vội xa người thầy tôi yêu. Còn lại những trang vở. Thắm đỏ đến thầy tôi cho. Từng dòng bút lưu niệm. Vấn vương sợ giờ chia tay. Ngày và tháng nhanh dần. Phút chốc luyến thương ngậm ngùi. Hè ơi sao đến mau. Để phải xa bạn bè thân quen. Qua bao nhiêu năm tháng. Bên nhau dưới mái trường này. Từng lời thầy dạy bài. Theo tiếng ve vui ngân nga. Yêu sao đôi mắt ấy. Giữa trưa dưới cơn mưa hè. Của những người thầy hiền. Không bao giờ tôi quên. Mai sau tôi vẫn nhớ. Phút giây vui với kỉ niệm. Cười đùa cùng bạn bè. Theo tiếng trống vui yêu thương. Xa nhưng không quên hết. Ánh mắt với bao nụ cười. Của những người bạn bè. Không bao giờ tôi quên.... Còn lại những trang vở. Thắm đỏ đến thầy tôi cho. Từng dòng bút lưu niệm. Vấn vương sợ giờ chia tay. Ngày và tháng nhanh dần. Phút chốc luyến thương ngậm ngùi. Hè ơi sao đến mau. Để phải xa bạn bè thân quen. Qua bao nhiêu năm tháng. Bên nhau dưới mái trường này. Từng lời thầy dạy bài. Theo tiếng ve vui ngân nga. Yêu sao đôi mắt ấy. Giữa trưa dưới cơn mưa hè. Của những người thầy hiền. Không bao giờ tôi quên. Mai sau tôi vẫn nhớ. Phút giây vui với kỉ niệm. Cười đùa cùng bạn bè. Theo tiếng trống vui yêu thương. Xa nhưng không quên hết. Ánh mắt với bao nụ cười. Của những người bạn bè. Không bao giờ tôi quên.... Mai sau tôi vẫn nhớ. Phút giây vui với kỉ niệm. Của những người bạn bè. Không bao giờ tôi quên
Mùa Hè An Lạc,Ngọc Tiên,"Nay hè sang chim. Líu lo sau vườn.. Ve hòa vang trên. Nhánh cây bên đường.. XIN mẹ cha em từ giã. Ngôi nhà mái trường.. Em thật xinh. Trong áo lam dịu dàng.. Trong bình minh em. Bước đi nhẹ nhàng.. Môi cười tươi đón hè. Tới tình thương chứa chan.. Em công phu thật lâu.. Tan biến mau nỗi đau mê lầm.. Cho tham lam sân hận. Chìm dần vào quên lãng.. Trong con tim từ lâu em. Khắc sâu ước mơ xa vờ.. Tham đua tranh danh lợi. Gây khổ đau cho người.. An lành thay em. Sớm hôm học hành.. An lành thay em. Có thêm bạn lành.. An lành thay nơi đời. Sống ta bà giả tạm.. Nương hồng danh em. Chấp tay kinh hành,. Tâm tịnh thanh em. Sống trong an lành.. Ơn thầy tổ em nguyện đáp. Học tu tiến lên. (X2)"
Mùa Hè Quê Em,Bé Minh Vy,Em yêu nắng hồng quê em. Yêu tiếng ve nó kêu trưa hè. Em yêu cánh đồng xanh bát ngát. Dòng kênh nước lùa trong gió mát. Đường đê bướm hoa vờn bay. Em yêu cánh diều xa xa. Yêu lũy tre với con trâu già. Em yêu sắc màu chim bói cá. Chị ong ẩn mình trong tán lá. Cùng em hát vang chào hè. Hè về từng sóng lúa. Uốn lượn thướt tha. Hè về đàn cò trắng êm đềm lướt qua. Hè về chiều nắng sáng. Hoa phượng đỏ tươi. Hè về cùng em tiếng ca chan hòa. Em yêu nắng hồng quê em. Yêu tiếng ve nó kêu trưa hè. Em yêu cánh đồng xanh bát ngát. Dòng kênh nước lùa trong gió mát. Đường đê bướm hoa vờn bay. Em yêu cánh diều xa xa. Yêu lũy tre với con trâu già. Em yêu sắc màu chim bói cá. Chị ong ẩn mình trong tán lá. Cùng em hát vang chào hè. Hè về từng sóng lúa. Uốn lượn thướt tha. Hè về đàn cò trắng êm đềm lướt qua. Hè về chiều nắng sáng. Hoa phượng đỏ tươi. Hè về cùng em tiếng ca chan hòa. Em yêu nắng hồng quê em. Yêu tiếng ve nó kêu trưa hè. Em yêu cánh đồng xanh bát ngát. Dòng kênh nước lùa trong gió mát. Đường đê bướm hoa vờn bay. Em yêu cánh diều xa xa. Yêu lũy tre với con trâu già. Em yêu sắc màu chim bói cá. Chị ong ẩn mình trong tán lá. Cùng em hát vang chào hè. Hè về từng sóng lúa. Uốn lượn thướt tha. Hè về đàn cò trắng êm đềm lướt qua. Hè về chiều nắng sáng. Hoa phượng đỏ tươi. Hè về cùng em tiếng ca chan hòa. Hè về từng sóng lúa. Uốn lượn thướt tha. Hè về đàn cò trắng êm đềm lướt qua. Hè về chiều nắng sáng. Hoa phượng đỏ tươi. Hè về cùng em tiếng ca chan hòa
Khóa Tu Mùa Hè,Trần Duy Hưng,"Bạn ơi có thấy. Bầu trời trong xanh. Có đám mây trôi hiền hòa. Sao mà thấy thân thương. Chúng ta. Tuy mỗi người một miền quê hương. Nhưng về đây. Ta cùng chung một chí hướng. Dưới mái chùa. Chúng ta cùng rèn luyện. Cùng nhau tu tập. Những điều bổ ích. Sống yêu thương và học. Cho đi để thấy. Cuộc đời thêm điều ý nghĩa. Mùa hè đến chúng mình. Cùng dự khóa tu. Tại ngôi chùa. Chan hòa tình thương. Là người Phật tử trẻ tuổi. Ta phải chăm ngoan. Cùng áp dụng. Lời Phật dạy vào cuộc sống. Hãy sống biết mình biết người. Diệt bỏ lòng tham. Và thấy rằng ai ai. Cũng là người thân. Những điều bổ ích. Tôi được học từ khóa tu. Bạn ơi, hãy tham dự cùng tôi. Nhờ thầy dạy. Con hiểu được lời Phật trao. Cho hàng Phật tử. Trẻ tuổi chúng con. Không sát sinh hại vật. Và phải yêu thương. Cũng chẳng được. Tự ý lấy đồ của ai. Trong tình yêu là phải. Thương yêu chân chính. Để không làm buồn lòng. Người thương. Không nói dối, uống rượu. Cuộc đời an vui. Từ nay muôn loài. Đều hạnh phúc. Mùa hè đến chúng mình. Cùng dự khóa tu. Tại ngôi chùa. Chan hòa tình thương. Là người Phật tử trẻ tuổi. Ta phải chăm ngoan. Cùng áp dụng. Lời Phật dạy vào cuộc sống. Hãy sống biết mình biết người. Diệt bỏ lòng tham. Và thấy rằng ai ai. Cũng là người thân. Những điều bổ ích. Tôi được học từ khóa tu. Bạn ơi, hãy tham dự cùng tôi. Mùa hè đến chúng mình. Cùng dự khóa tu. Tại ngôi chùa. Chan hòa tình thương. Là người Phật tử trẻ tuổi. Ta phải chăm ngoan. Cùng áp dụng. Lời Phật dạy vào cuộc sống. Hãy sống biết mình biết người. Diệt bỏ lòng tham. Và thấy rằng ai ai. Cũng là người thân. Những điều bổ ích. Tôi được học từ khóa tu. Bạn ơi, hãy tham dự cùng tôi. Những điều bổ ích. Tôi được học từ khóa tu. Bạn ơi, hãy tham dự cùng tôi"
Em Yêu Mùa Hè Quê Em,Bé Kim Hồng,Bài Hát: Em Yêu Mùa Hè Quê Em. Ca Sĩ: Bé Kim Hồng. Em yêu nắng hồng quê em. yêu tiếng ve nó kêu trưa hè. Em yêu cánh đồng xanh bát ngát. dòng kênh ngủ vùi trong gió mát. Đường đê bướm hoa vờn bay. Em yêu cánh diều xa xa. yêu lũy tre với con trâu già. Em yêu sắc màu chim bói cá. Chị ong ẩn mình trong tán lá. Cùng em hát vang chào hè. Hè về. từng khóm lúa uốn mình thướt tha. Hè về. đàn cò trắng êm đềm lướt qua. Hè về. chiều nắng sáng hoa phượng đỏ tươi. Hè về. cùng em tiếng ca chan hòa. Em yêu nắng hồng quê em. yêu tiếng ve nó kêu trưa hè. Em yêu cánh đồng xanh bát ngát. dòng kênh ngủ vùi trong gió mát. Đường đê bướm hoa vờn bay. Em yêu cánh diều xa xa. yêu lũy tre với con trâu già. Em yêu sắc màu chim bói cá. Chị ong ẩn mình trong tán lá. Cùng em hát vang chào hè. Hè về. từng khóm lúa uốn mình thướt tha. Hè về. đàn cò trắng êm đềm lướt qua. Hè về. chiều nắng sáng hoa phượng đỏ tươi. Hè về. cùng em tiếng ca chan hòa. Em yêu nắng hồng quê em. yêu tiếng ve nó kêu trưa hè. Em yêu cánh đồng xanh bát ngát. dòng kênh ngủ vùi trong gió mát. Đường đê bướm hoa vờn bay. Em yêu cánh diều xa xa. yêu lũy tre với con trâu già. Em yêu sắc màu chim bói cá. Chị ong ẩn mình trong tán lá. Cùng em hát vang chào hè. Hè về. từng khóm lúa uốn mình thướt tha. Hè về. đàn cò trắng êm đềm lướt qua. Hè về. chiều nắng sáng hoa phượng đỏ tươi. Hè về. cùng em tiếng ca chan hòa. Hè về. từng khóm lúa uốn mình thướt tha. Hè về. đàn cò trắng êm đềm lướt qua. Hè về. chiều nắng sáng hoa phượng đỏ tươi. Hè về. cùng em tiếng ca chan hòa
Đón Mùa Hè Vui,Vân Anh,Mùa hè sang ánh nắng chói chang. Làm rực rỡ cho muôn cánh hoa. Bầu trời xanh cho bao ước mơ. Một ngày vui đến với em thơ. Nà na na na na ná na. Nà ná na nà ná na. Tạm chia tay mái trường mến yêu. Mùa hè qua đến năm học mới. Ngày hôm nay em vui hát ca. Cùng bạn thân đón mùa hè sang. Nà na na na ná na. Na ná na nà na ná. Đón mùa hè sang. Cùng bạn bè vui chơi trong nắng gió. Hoà khúc ca vang. Cất cao vui tiếng ve sầu. Đón mùa hè vui. Cùng bạn bè khoe màu áo mới. Hàng phượng thắm bên hiên. Khoe sắc hoa đón mùa hè vui. Mùa hè sang ánh nắng chói chang. Làm rực rỡ cho muôn cánh hoa. Bầu trời xanh cho bao ước mơ. Một ngày vui đến với em thơ. Nà na na na na ná na. Nà ná na nà ná na. Tạm chia tay mái trường mến yêu. Mùa hè qua đến năm học mới. Ngày hôm nay em vui hát ca. Cùng bạn thân đón mùa hè sang. Nà na na na ná na. Na ná na nà na ná. Đón mùa hè sang. Cùng bạn bè vui chơi trong nắng gió. Hoà khúc ca vang. Cất cao vui tiếng ve sầu. Đón mùa hè vui. Cùng bạn bè khoe màu áo mới. Hàng phượng thắm bên hiên. Khoe sắc hoa đón mùa hè vui. Mùa hè buâng khuâng những ước mơ. Cùng được bay cao đến cánh sao. Mùa hè em thơ hát líu lo. Như muôn cánh chim trên trời xanh. Hát. Đón mùa hè sang. Cùng bạn bè vui chơi trong nắng gió. Hoà khúc ca vang. Cất cao vui tiếng ve sầu. Đón mùa hè vui. Cùng bạn bè khoe màu áo mới. Hàng phượng thắm bên hiên. Khoe sắc hoa đón mùa hè vui. Hàng phượng thắm bên hiên. Khoe sắc hoa đón mùa hè vui
Giấc Mơ Mùa Hè,"Trịnh Thăng Bình, Yến Nhi",Có chăng là sai lầm. Khi chúng ta vẫn. Còn chung đường. Ngày càng nhiều tổn thương. Đắng cay dành trao. Cho nhau. Tháng qua ngày mong chờ. Tim chết trong em. Từ bao giờ. Đợi chờ người đến đây. Đưa em vượt qua. Cơn mơ. Bên nhau anh biết đâu. Đâu vì yêu ai đó. Xa nhau em có mong gì. Em có được gì. Còn lại gì còn lại gì. Ngòai đắng cay này. Dựa vào gì. Để khiến em đổi thay. Bao niềm đau bao niềm đau. Em giấu riêng cho em. Từ đây đến mãi kiếp sau. Quay mặt đi quay mặt đi. Người có tiếc gì. Giờ thì mình. Còn là gì của nhau. Quên được đâu quen được đâu. Những tháng năm. đôi ta cùng nhau. Đến mãi. Mãi về sau. Bên nhau anh biết đâu. Đâu vì yêu ai đó. Xa nhau em có mong gì. Em có được gì. Còn lại gì còn lại gì. Ngòai đắng cay này. Dựa vào gì. Để khiến em đổi thay. Bao niềm đau bao niềm đau. Em giấu riêng cho em. Từ đây đến mãi kiếp sau. Quay mặt đi quay mặt đi. Người có tiếc gì. Giờ thì mình. Còn là gì của nhau. Quên được đâu quen được đâu. Những tháng năm. đôi ta cùng nhau. Đến mãi. Có lắm lúc. Nhớ em không nguôi. Nhưng mưa rơi. Bên anh mất rồi. Có lẽ đắng cay. Không làm lòng anh. Thôi nhớ em. Có chăng là sai lầm. Khi chúng ta. Vẫn còn chung đường. Ngày càng nhiều tổn thương. Đắng cay đành trao cho nhau
Mùa Hè Đến,Tóc Tiên,Mùa hè đến. những cơn mưa. vội vàng qua. Phượng tươi thắm. nhớ đôi môi hồng mùa hạ. có đầy trong lá. và trong gió. bầy ve hát. xôn xao phố nhà. Mùa hè đến. nhớ nhau qua. dòng mực xanh. Tờ lưu bút. ấm êm bao kỷ niệm. mái trường im đứng. tạm xa vắng. chào nắng. trên hoa phượng đầy sân. Hẹn nhau nhé. những trưa hè. đến thăm nhiều. vườn cây trái xa. Nhìn ruộng lúa. thăm sông hồ. sẽ yêu từng vùng quê thiết tha. Mùa hè đến. lá xanh bên đường gọi mưa. chờ khi nắng. chúng em phơi da nâu hồng. Vũng Tàu đẹp quá. màu xanh thắm. về tắm vui. trong lòng biển xanh. Mùa hè đến. những cơn mưa. vội vàng qua. Phượng tươi thắm. nhớ đôi môi hồng mùa hạ. có đầy trong lá. và trong gió. bầy ve hát. xôn xao phố nhà. Mùa hè đến. nhớ nhau qua. dòng mực xanh. Tờ lưu bút. ấm êm bao kỷ niệm. mái trường im đứng. tạm xa vắng. chào nắng. trên hoa phượng đầy sân. Hẹn nhau nhé. những trưa hè. đến thăm nhiều. vườn cây trái xa. Nhìn ruộng lúa. thăm sông hồ. sẽ yêu từng vùng quê thiết tha. Mùa hè đến. lá xanh bên đường gọi mưa. chờ khi nắng. chúng em phơi da nâu hồng. Vũng Tàu đẹp quá. màu xanh thắm. về tắm vui. trong lòng biển xanh. về tắm vui. trong lòng biển xanh
Mùa Hè Sinh Viên,CLB Giai Điệu Xanh,Tạm biệt ghế nhà trường. Ta lại đến với Mùa hè xanh. Xanh biển xanh rừng. Xanh cây xanh lá. Bàn chân ta qua xanh miền đất lạ. Đi xây cuộc đời xanh những bài ca. Đời sinh viên như những trang thơ. Mùa hè xanh cho ta những ước mơ. Những miền quê đang chờ đón. Từng đàn em đang mong ngóng. Ngại gì sương gió khó khăn nề chi. Đời sinh viên những chuyến đi xa. Lòng càng thêm yêu tha thiết quê nhà. Nụ cười trên môi rạng rỡ. Từng ngày trong tim vẫn nhớ. Mùa hè ghi dấu một đời sinh viên. Tạm biệt ghế nhà trường. Ta lại đến với Mùa hè xanh. Xanh biển xanh rừng. Xanh cây xanh lá. Bàn chân ta qua xanh miền đất lạ. Đi xây cuộc đời xanh những bài ca. Đời sinh viên như những trang thơ. Mùa hè xanh cho ta những ước mơ. Những miền quê đang chờ đón. Từng đàn em đang mong ngóng. Ngại gì sương gió khó khăn nề chi. Đời sinh viên những chuyến đi xa. Lòng càng thêm yêu tha thiết quê nhà. Nụ cười trên môi rạng rỡ. Từng ngày trong tim vẫn nhớ. Mùa hè ghi dấu một đời sinh viên. Tạm biệt ghế nhà trường. Ta lại đến với Mùa hè xanh. Xanh biển xanh rừng. Xanh cây xanh lá. Bàn chân ta qua xanh miền đất lạ. Đi xây cuộc đời xanh những bài ca. Đời sinh viên như những trang thơ. Mùa hè xanh cho ta những ước mơ. Những miền quê đang chờ đón. Từng đàn em đang mong ngóng. Ngại gì sương gió khó khăn nề chi. Đời sinh viên những chuyến đi xa. Lòng càng thêm yêu tha thiết quê nhà. Nụ cười trên môi rạng rỡ. Từng ngày trong tim vẫn nhớ. Mùa hè ghi dấu một đời sinh viên. Mùa hè ghi dấu một đời sinh viên. Mùa hè ghi dấu một đời sinh viên
Mùa Hè Năm Ấy,"Only T, Lee Thiên Vũ",Sân trường vắng lặng. Ghế đá năm nào vẫn còn đây. Lớp học ngày xưa vẫn còn đó. Nhưng có nhiều điều không tìm thấy. Là phút ban đầu đầy vô tư. Đến khi xa nhau lại bật khóc. Là phút hồn nhiên cười thật to. Mỗi khi tiếng trống tan giờ học. Là những kỷ niệm đã từng qua. Có lẽ không bao giờ quay lại. Là những tháng năm chẳng lo âu. Cắp sách đến trường vai kề vai. Nhưng giờ nơi đây lớp học. Vắng lặng chẳng còn ai. Chỉ còn một người vẫn đứng đó. Chỉ mong thời gian sẽ quay lại. Để tôi một lần được trở về. Lớp học của ngày xưa. Sống lại những ngày đầy kỷ niệm. Nơi ban công những ngày mưa. Để tôi được nghe những lời. Thầy dạy của ngày đó. Khi bước ra đời thấm thía hơn những. Bài học thầy đã từng cho. Để chiếc bảng đen đầy bụi phấn. Chẳng phải thinh thặng như giờ đây. Để góc sân trường đầy tiếng cười. Chẳng phải u sầu tôi đang thấy. Lớp học ngày xưa. Giờ chỉ còn lại trong ký ức. Lưu bút ngày nào. Tôi vẫn giữ in hằn. Cảm xức từng nét mực. Mùa hè năm ấy. Khoảnh khắc cuối chia tay. Còn lại đây nỗi nhớ đong đầy. Bạn và tôi giờ đây. Đã xa chốn nao. Nhưng yêu thương vẫn còn đây. Tìm lại ký ức. Những năm tháng bên nhau. Buồn vui của tuổi học trò. Đường tương lai giờ đây. Rộng muôn lối đi. Cố lên bạn tôi ơi. Nước mắt thấm nhòe dòng lưu bút. Tiết học cuối cùng mình xa nhau. Tiếng ve não nề hè năm ấy. Tiếng nất ngẹn lời lòng thêm đau. Con đường tương lai rồi mai. Mỗi người là một hướng. Xin giữ tình bạn mãi trong tim. Dù cho phía trước không chung đường. Mới hôm qua thôi vẫn còn. Nghe tiếng nói vui cười giận hờn nhau. Nhưng sao giờ đây chỉ lặng thinh. Ngẹn ngào lưu bút ai vội trao. Phượng hồng đỏ thắm ngoài cửa lớp. Tô thêm nỗi buồn ngày chia tay. Nét mực vẽ lên dòng lưu bút. Ngập ngừng lời yêu vội trao ai. Tôi xin giữ mãi những kỷ niệm. Vào nơi góc nhỏ ở con tim. Tôi muốn giữ lấy từng khoảnh khắc. Vì ngày mai đây chẳng thể tìm. Tìm đâu bóng dáng người thầy. Tôi tìm đâu tình bạn về muôn lối. Tìm đâu lớp học ngày xưa đó. Giờ đây tất cả đã xa rồi. Tôi xin giữ mãi những kỉ niệm. Vào nơi góc nhỏ ở con tim. Tôi muốn giữ lấy từng khoảnh khắc. Vì ngày mai đây chẳng thể tìm. Tìm đâu bóng dáng người thầy tôi. Tìm đâu tình bạn về muôn lối. Tìm đâu lớp học ngày xưa đó. Giờ đây tất cả đã xa rồi. Tuy xa nhau nhưng. Sẽ nhớ về nhau. Bao yêu thương ngày ấy. Cất dấu tim này. Sẽ mãi không bao giờ phai. Từng lời thầy cô sẽ mãi in sâu. Là hành trang trên bước đường đời. Sẽ không quên lưu luyến mãi. Ký ức tuổi học trò. Mùa hè năm ấy. Khoảnh khắc cuối chia tay. Còn lại đây nỗi nhớ đong đầy. Bạn và tôi giờ đây. Đã xa chốn nao. Nhưng yêu thương vẫn còn đây. Tìm lại ký ức. Những năm tháng bên nhau. Buồn vui của tuổi học trò. Đường tương lai giờ đây. Rộng muôn lối đi. Cố lên bạn tôi ơi
Sắc Xanh Mùa Hè,Lam Trường,Kìa làn mây trắng. Bay về nơi vắng. Đem mùa mưa đến. Hàng cây xao xác. Mưa giông tràn về. Sắp hè.... Đàn chim di trú. Phương trời rất xa. Bay về đây. Lặng nghe. Từng nhịp chân bước nhanh. Theo mưa về. Thoả ước mong. Thoáng lạnh mưa hè. Mưa còn bốn bề. Mưa chặn lối về. Mưa đây tỉ tê. Kìa làn mây trắng. Bay về nơi vắng. Đem mùa mưa đến. Thật gần. Vùng đất khát khao đợi chờ. Kìa làn mây trắng. Chạy mãi đi xa. Phương nào. Tình em như cơn mưa. Bao sắc xanh. Ðùa với nắng. Đem tin vui hè về. Tình em như cơn mưa. Bao sắc xanh. Sắc xanh mùa hè. Chờ em dưới phố. Mưa giông tràn về. Sắp hè.... Chạy mưa qua ngõ. Tông dài đắm vai. Vai kề vai. Lặng nghe. Từng nhịp chân bước nhanh. Theo mưa về. Thoả ước mong. Thoáng lạnh trưa hè. Mưa còn bốn bề. Mưa chặn lối về. Mưa đây tỉ tê. Kìa làn mây trắng. Bay về nơi vắng. Đem mùa mưa đến. Thật gần. Vùng đất khát khao đợi chờ. Kìa làn mây trắng. Chạy mãi đi xa. Phương nào. Tình em như cơn mưa. Bao sắc xanh. Ðùa với nắng. Đem tin vui hè về. Tình em như cơn mưa. Bao sắc xanh. Sắc xanh mùa hè. Hè ơi sao quá nhanh. Hay mùa thu sớm vàng. Ngẩn ngơ. Màu xanh cuốn theo mưa. Đang nhoà. Hè xanh em mang đi xa. Cuốn theo mùa lá bay. Sắc xanh. Dưới mưa hè nhớ mãi. Kìa làn mây trắng. Bay về nơi vắng. Đem mùa mưa đến. Thật gần. Vùng đất khát khao đợi chờ. Kìa làn mây trắng. Chạy mãi đi xa. Phương nào. Kìa làn mây trắng. Bay về nơi vắng. Đem mùa mưa đến. Thật gần. Vùng đất khát khao đợi chờ. Kìa làn mây trắng. Chạy mãi đi xa. Phương nào. Tình em như cơn mưa. Bao sắc xanh. Ðùa với nắng. Đem tin vui hè về. Tình em như cơn mưa. Bao sắc xanh. Sắc xanh mùa hè. Sắc xanh mùa hè
Mùa Hè Kỷ Niệm,Lam Trường,Mùa Hè Kỷ Niệm. Lam Trường. Với bao nhiêu cuộc vui tàn. Với bao nụ hôn rất vội. Tôi với em dưới mưa mùa hạ. Ánh trăng vàng đêm thắm tươi. Tiếng ca rơi vào đêm lạnh. Gió qua hàng cây rất nhẹ. Đôi mắt em nhớ chi mùa hạ. Bao nỗi buồn chôn dấu em thầm mang. Đẹp như loài hoa trắng nào. Đã phai úa trên bàn tay gầy. Hát cho những đêm buồn vắng. Hát cho mùa lá rơi ngoài sân. Ngày mai người con gái buồn. Ánh trăng vẫn rơi rơi bên hồ. Trôi mãi vào giấc mơ nào xa vời. Với bao nhiêu cuộc vui tàn. Với bao nụ hôn rất vội. Tôi với em dưới mưa mùa hạ. Ánh trăng vàng đêm thắm tươi. Tiếng ca rơi vào đêm lạnh. Gió qua hàng cây rất nhẹ. Đôi mắt em nhớ chi mùa hạ. Bao nỗi buồn chôn dấu em thầm mang. Đẹp như loài hoa trắng nào. Đã phai úa trên bàn tay gầy. Hát cho những đêm buồn vắng. Hát cho mùa lá rơi ngoài sân. Ngày mai người con gái buồn. Ánh trăng vẫn rơi rơi bên hồ. Trôi mãi vào giấc mơ nào xa vời. Đẹp như loài hoa trắng nào. Đã phai úa trên bàn tay gầy. Hát cho những đêm buồn vắng. Hát cho mùa lá rơi ngoài sân. Ngày mai người con gái buồn. Ánh trăng vẫn rơi rơi bên hồ. Trôi mãi vào giấc mơ nào xa vời. Đẹp như loài hoa trắng nào. Đã phai úa trên bàn tay gầy. Hát cho những đêm buồn vắng. Hát cho mùa lá rơi ngoài sân. Ngày mai người con gái buồn. Ánh trăng vẫn rơi rơi bên hồ. Trôi mãi vào giấc mơ nào xa vời. Đẹp như loài hoa trắng nào. Đã phai úa trên bàn tay gầy. Hát cho những đêm buồn vắng. Hát cho mùa lá rơi ngoài sân. Ngày mai người con gái buồn. Ánh trăng vẫn rơi rơi bên hồ. Trôi mãi vào giấc mơ nào xa vời. Đẹp như loài hoa trắng nào. Đã phai úa trên bàn tay gầy. Hát cho những đêm buồn vắng. Hát cho mùa lá rơi ngoài sân. Ngày mai người con gái buồn. Ánh trăng vẫn rơi rơi bên hồ. Trôi mãi vào giấc mơ nào xa vời. Đẹp như loài hoa trắng nào. Đã phai úa trên bàn tay gầy. Hát cho những đêm buồn vắng. Hát cho mùa lá rơi ngoài sân. Ngày mai người con gái buồn. Ánh trăng vẫn rơi rơi bên hồ. Trôi mãi vào giấc mơ nào xa vời
